,code,lat,lon
1581,KSY,40.5828,43.0675
1582,KSZ,61.2165,46.6936
1583,KTA,-20.7108,116.776
1584,KTB,55.6833,-132.529
1585,KTE,4.5378,103.428
1586,KTM,27.6969,85.3594
1587,KTN,55.354,-131.706
1588,KTS,65.3333,-166.483
1589,KTT,67.695,24.8508
1590,KTW,50.4819,19.0772
1591,KUA,3.7747,103.21
1592,KUD,33.0758,75.2973
1593,KUF,53.5067,50.166
1594,KUG,-31.875,136.081
1595,KUH,43.043,144.194
1596,KUK,60.8953,-162.517
1597,KUL,2.77859,101.689
1598,KUN,54.9863,24.0512
1599,KUO,63.0071,27.7979
1600,KUS,65.5667,-37.1167
1601,KUT,32.507,45.8217
1602,KUU,31.8729,77.1482
1603,KUV,35.9017,126.618
1604,KVA,40.915,24.6203
1605,KVB,58.4529,13.9643
1606,KVC,55.0667,-162.317
1607,KVD,40.6844,46.3488
1608,KVG,-2.5806,150.807
1609,KVK,67.5757,33.5691
1610,KVL,67.7333,-164.667
1611,KVR,49.1825,-0.45906
1612,KWA,8.7147,167.727
1613,KWE,26.9015,106.585
1614,KWI,29.2442,47.9748
1615,KWJ,35.125,126.811
1616,KWK,59.9077,-163.026
1617,KWL,25.1921,110.305
1618,KWM,-15.4878,141.76
1619,KWN,59.7511,-161.908
1620,KWP,57.7696,-153.554
1621,KWT,60.8,-161.45
1622,KWZ,-10.7667,25.5069
1623,KXA,55.5,-132.5
1624,KXF,-17.3167,179.383
1625,KXK,50.4029,136.946
1626,KXU,-16.4333,-1.36667
1627,KYA,37.9797,32.5622
1628,KYK,57.5645,-154.454
1629,KYN,52.8833,-1.97685
1630,KYP,19.4267,93.5347
1631,KYS,14.4319,-11.4397
1632,KYU,64.9,-157.7
1633,KYZ,51.6636,94.1494
1634,KZB,57.55,-153.75
1635,KZI,40.2886,21.8419
1636,KZN,55.6014,49.2751
1637,KZO,44.8172,65.5435
1638,KZS,36.1355,29.5754
1639,LAD,-8.8547,13.2342
1640,LAE,-6.5672,146.725
1641,LAI,48.756,-3.47109
1642,LAJ,-27.7831,-50.2825
1643,LAK,68.2332,-134.96
1644,LAN,42.7728,-84.5888
1645,LAO,18.1797,120.529
1646,LAP,24.0722,-110.362
1647,LAQ,32.76,21.7616
1648,LAR,37.8527,-76.517
1649,LAS,36.0806,-115.143
1650,LAU,-2.25,40.8333
1651,LAW,34.573,-98.4135
1652,LAX,33.9456,-118.391
1653,LBA,53.8685,-1.66123
1654,LBB,33.6566,-101.821
1655,LBC,53.8061,10.7032
1656,LBD,40.2833,69.6167
1657,LBE,40.2728,-79.4056
1658,LBF,41.1333,-100.705
1659,LBJ,-8.51667,119.883
1660,LBL,37.0446,-100.952
1661,LBP,3.18333,115.45
1662,LBS,-16.5729,179.265
1663,LBU,5.3,115.249
1664,LBV,0.4592,9.4153
1665,LCA,34.8789,33.6303
1666,LCE,15.7433,-86.8528
1667,LCG,43.3026,-8.37867
1668,LCH,30.1235,-93.2198
1669,LCJ,51.7217,19.3989
1670,LCK,39.8176,-82.936
1671,LCR,-0.73333,-73.0167
1672,LCX,19.3542,-99.2925
1673,LCY,51.5039,0.04981
1674,LDB,-23.3297,-51.1361
1675,LDE,43.1857,0.00346
1676,LDG,64.9029,45.708
1677,LDH,-31.5392,159.08
1678,LDN,27.3,86.75
1679,LDU,5.0319,118.324
1680,LDV,48.5303,-4.1508
1681,LDY,55.0402,-7.156
1682,LEA,-22.233,114.092
1683,LEB,43.6249,-72.3087
1684,LED,59.9667,30.3
1685,LEH,40.3897,-111.847
1686,LEI,36.8459,-2.37221
1687,LEJ,51.4197,12.2201
1688,LEN,34.1697,77.53
1689,LER,-27.873,120.61
1690,LET,-4.19332,-69.9402
1691,LEV,37.2127,-83.6199
1692,LEX,38.0384,-84.5989
1693,LFM,27.3739,53.1911
1694,LFT,30.2084,-91.9935
1695,LFW,6.1625,1.255
1696,LGA,40.7731,-73.8756
1697,LGB,33.8186,-118.144
1698,LGG,50.64,5.44035
1699,LGI,23.1794,-75.0906
1700,LGK,6.3364,99.7353
1701,LGL,3.41667,115.15
1702,LGP,13.1578,123.731
1703,LGQ,0.1,-76.8833
1704,LGW,51.1568,-0.16988
1705,LHE,31.521,74.3933
1706,LHG,-29.4531,147.981
1707,LHR,51.4703,-0.45342
1708,LHW,36.0167,103.75
1709,LIF,-20.9314,167.229
1710,LIG,45.8615,1.1779
1711,LIH,21.9782,-159.351
1712,LIL,50.5713,3.1072
1713,LIM,-12.0228,-77.1081
1714,LIN,45.4558,9.27269
1715,LIO,9.9578,-83.0291
1716,LIR,10.5922,-85.5439
1717,LIS,38.7701,-9.13775
1718,LIT,34.7278,-92.219
1719,LIW,19.6886,97.2169
1720,LJG,37.8167,118.017
1721,LJU,46.2247,14.4608
1722,LKA,-8.34641,122.979
1723,LKB,-18.2,178.833
1724,LKE,47.6333,-122.333
1725,LKG,4.20388,34.3495
1726,LKH,3.31667,114.783
1727,LKL,70.0661,24.975
1728,LKN,68.1564,13.6121
1729,LKO,26.7667,80.8833
1730,LLA,65.549,22.1233
1731,LLF,26.2333,111.617
1732,LLI,12.009,38.91
1733,LLU,60.5,-45.5833
1734,LLW,-13.7917,33.7792
1735,LMA,63.8825,-152.313
1736,LMC,3.31667,-73.9
1737,LMM,25.6856,-109.082
1738,LMN,2.91165,112.609
1739,LMP,35.4995,12.6165
1740,LMT,42.1638,-121.745
1741,LMY,-7.18482,142.374
1742,LNB,-16.5833,168.183
1743,LNE,-15.8667,168.177
1744,LNJ,25.1902,101.824
1745,LNK,40.8461,-96.7543
1746,LNO,-28.8776,121.315
1747,LNV,-3.06667,152.617
1748,LNY,20.7909,-156.951
1749,LNZ,48.2338,14.1905
1750,LOD,31.9587,34.8864
1751,LOH,-3.96911,-79.2116
1752,LOS,6.575,3.3222
1753,LOU,38.2228,-85.6669
1754,LOV,26.9561,-101.467
1755,LPA,27.9372,-15.3828
1756,LPB,-16.5094,-68.1906
1757,LPD,-1.3,-69.7167
1758,LPI,58.4082,15.6586
1759,LPK,52.6194,39.6597
1760,LPL,53.3371,-2.85746
1761,LPM,-16.4445,167.819
1762,LPP,61.0465,28.1536
1763,LPQ,19.8958,102.164
1764,LPS,48.4855,-122.936
1765,LPT,18.2742,99.5072
1766,LPX,56.501,21.0897
1767,LPY,45.0757,3.76327
1768,LQM,-0.12003,-74.8204
1769,LRD,27.5431,-99.4555
1770,LRE,-23.4375,144.278
1771,LRH,46.1766,-1.19372
1772,LRM,18.4103,-68.9417
1773,LRR,27.6868,54.3334
1774,LRS,37.1847,26.8017
1775,LRT,47.7545,-3.43763
1776,LSA,-6.65619,145.859
1777,LSC,-29.9111,-71.1978
1778,LSE,43.8751,-91.2638
1779,LSH,22.9767,97.7558
1780,LSI,59.877,-1.29733
1781,LSP,11.7794,-70.1525
1782,LSS,15.8686,-61.5778
1783,LST,-41.5469,147.213
1784,LSY,-28.8249,153.259
1785,LTD,30.147,9.50288
1786,LTI,44.9167,95.4167
1787,LTK,35.4028,35.95
1788,LTN,51.8796,-0.37548
1789,LTO,25.9858,-111.353
1790,LTT,43.2037,6.47477
1791,LTX,0.933333,-78.6167
1792,LUA,27.6833,86.7333
1793,LUD,-26.6839,15.245
1794,LUF,33.5355,-112.372
1795,LUG,46.0013,8.90909
1796,LUM,24.4833,98.5167
1797,LUN,-15.3292,28.4528
1798,LUO,-11.791,19.9046
1799,LUP,21.2077,-156.976
1800,LUQ,-33.2744,-66.3586
1801,LUR,68.8482,-166.118
1802,LUV,0.10974,113.917
1803,LUX,49.6269,6.20685
1804,LVI,-17.8208,25.8225
1805,LVO,-28.6083,122.417
1806,LWB,37.8571,-80.4044
1807,LWE,0.10974,113.917
1808,LWN,40.7859,43.8439
1809,LWO,49.7977,23.9695
1810,LWS,46.3776,-117.011
1811,LWT,47.0552,-109.46
1812,LWY,4.8615,115.406
1813,LXA,29.6355,91.1646
1814,LXG,20.9667,101.4
1815,LXR,25.675,32.7075
1816,LXS,39.9214,25.2417
1817,LYA,34.6833,112.467
1818,LYB,19.6901,-80.0385
1819,LYC,64.5501,18.7082
1820,LYG,34.5995,119.141
1821,LYH,37.3309,-79.1944
1822,LYI,35.0631,118.343
1823,LYP,31.3692,72.9981
1824,LYR,78.1917,15.9
1825,LYS,45.7198,5.08245
1826,LZC,17.9889,-102.219
1827,LZH,24.2717,109.372
1828,LZN,26.1497,119.939
1829,LZO,28.8516,105.401
1830,MAA,12.9849,80.1634
1831,MAB,-5.3533,-49.1336
1832,MAD,40.4684,-3.56769
1833,MAF,31.9361,-102.208
1834,MAG,-5.21,145.787
1835,MAH,39.8652,4.22383
1836,MAJ,7.0605,171.275
1837,MAK,9.5556,31.6444
1838,MAM,25.7694,-97.5239
1839,MAN,53.365,-2.27089
1840,MAO,-3.0392,-60.0469
1841,MAR,10.5614,-71.7253
1842,MAS,-2.1052,146.926
1843,MAU,-16.4311,-152.28
1844,MAZ,18.2531,-67.1489
1845,MBA,-4.0314,39.5936
1846,MBD,-25.8,25.545
1847,MBE,44.3046,143.404
1848,MBH,-25.515,152.714
1849,MBJ,18.5042,-77.9125
1850,MBL,44.2757,-86.2558
1851,MBS,43.5311,-84.0933
1852,MBT,12.3703,123.628
1853,MBU,-9.73333,160.75
1854,MCE,37.2892,-120.515
1855,MCG,62.9536,-155.603
1856,MCI,39.2992,-94.7171
1857,MCK,40.2071,-100.599
1858,MCM,43.7278,7.41875
1859,MCN,32.7023,-83.65
1860,MCO,28.4418,-81.3115
1861,MCP,0.0525,-51.0675
1862,MCT,23.5917,58.2792
1863,MCV,47.452,-122.288
1864,MCW,43.153,-93.3361
1865,MCX,42.8209,47.6288
1866,MCY,-26.6035,153.091
1867,MCZ,-9.5117,-35.8
1868,MDC,1.5486,124.926
1869,MDE,6.1675,-75.4267
1870,MDG,44.6,129.5
1871,MDK,0.0233,18.2922
1872,MDL,21.9392,96.0914
1873,MDQ,-37.9347,-57.5764
1874,MDS,21.7905,-71.7664
1875,MDT,40.1962,-76.7564
1876,MDU,-6.65619,145.859
1877,MDW,41.7875,-87.7416
1878,MDZ,-32.8319,-68.7847
1879,MEA,-22.3422,-41.7633
1880,MEC,-0.95,-80.6833
1881,MED,24.5517,39.7025
1882,MEE,-21.5021,167.964
1883,MEG,-9.5236,16.3158
1884,MEH,71.0333,27.8333
1885,MEI,32.3334,-88.7449
1886,MEL,-37.6759,144.844
1887,MEM,35.047,-89.9823
1888,MES,3.5606,98.6708
1889,MEX,19.4344,-99.0742
1890,MEY,40.1494,-91.5043
1891,MFE,26.1813,-98.2404
1892,MFJ,-18.6045,179.924
1893,MFK,23.5998,121.024
1894,MFM,22.1845,113.532
1895,MFR,42.3691,-122.874
1896,MFU,-13.2597,31.9347
1897,MGA,12.1411,-86.1686
1898,MGB,-37.7466,140.787
1899,MGF,-23.4394,-51.9061
1900,MGH,-30.8569,30.3417
1901,MGM,32.3049,-86.3909
1902,MGQ,2.0136,45.3047
1903,MGS,-21.9103,-157.921
1904,MGT,-18.5572,133.501
1905,MGW,39.6411,-79.9241
1906,MGZ,12.4458,98.625
1907,MHD,36.2358,59.6392
1908,MHG,49.4762,8.52105
1909,MHH,26.5111,-77.0847
1910,MHK,39.1368,-96.6699
1911,MHP,53.8713,27.5352
1912,MHQ,60.1249,19.9075
1913,MHR,38.5646,-121.297
1914,MHT,42.9293,-71.4386
1915,MIA,25.7953,-80.2727
1916,MID,20.9361,-89.6575
1917,MIG,31.4833,104.733
1918,MII,-22.1953,-49.9261
1919,MIM,-36.9081,149.903
1920,MIR,35.7611,10.7556
1921,MIS,46.2127,11.9079
1922,MJA,-23.3548,43.6631
1923,MJD,27.3364,68.1417
1924,MJF,65.7833,13.2167
1925,MJI,26.3385,17.2688
1926,MJK,-25.8881,113.578
1927,MJL,-1.56087,11.1955
1928,MJM,-6.1214,23.5697
1929,MJN,-15.6658,46.3531
1930,MJT,39.0606,26.5981
1931,MJV,37.7697,-0.82098
1932,MJZ,62.5168,113.973
1933,MKC,39.1197,-94.5906
1934,MKE,42.9471,-87.9051
1935,MKG,43.1646,-86.2367
1936,MKK,21.1557,-157.094
1937,MKM,2.91165,112.609
1938,MKP,-16.5978,-143.662
1939,MKQ,-8.5183,140.422
1940,MKR,-26.6091,118.551
1941,MKU,0.5792,12.8922
1942,MKW,-0.8911,134.051
1943,MKY,-21.1703,149.183
1944,MLA,35.8586,14.4781
1945,MLB,28.0957,-80.6282
1946,MLE,4.167,73.4974
1947,MLG,-7.98189,112.627
1948,MLH,47.5998,7.53134
1949,MLI,41.4539,-90.5058
1950,MLL,61.8833,-162.067
1951,MLM,19.8464,-101.029
1952,MLN,35.2825,-2.9569
1953,MLO,36.7137,24.5118
1954,MLU,32.5099,-92.044
1955,MLW,6.2897,-10.7581
1956,MLX,38.435,38.0911
1957,MLY,64.9812,-150.637
1958,MMB,43.8814,144.163
1959,MME,54.5116,-1.43475
1960,MMG,-24.4378,121.079
1961,MMH,37.6288,-118.844
1962,MMK,68.7794,32.7434
1963,MMO,15.2209,-23.1762
1964,MMX,55.5406,13.3666
1965,MMY,24.7824,125.295
1966,MNF,-17.6611,177.119
1967,MNG,-12.06,134.233
1968,MNJ,-21.2017,48.3583
1969,MNL,14.5114,121.016
1970,MNT,65.1987,-149.53
1971,MNU,16.4417,97.6694
1972,MOA,38.5702,-109.553
1973,MOB,30.6775,-88.243
1974,MOC,-16.7044,-43.8203
1975,MOD,37.6319,-120.959
1976,MOF,-8.6381,122.24
1977,MOG,37.3729,-87.1361
1978,MOI,-19.8167,-157.717
1979,MOL,62.7466,7.26397
1980,MOQ,-20.2836,44.3183
1981,MOT,48.2554,-101.291
1982,MOU,62.0833,-163.733
1983,MOV,-22.0574,148.077
1984,MOZ,-17.5328,-149.839
1985,MPA,-17.6342,24.1806
1986,MPH,11.9,121.917
1987,MPL,43.5807,3.96039
1988,MPM,-25.9211,32.5694
1989,MPN,-51.8222,-58.4417
1990,MQF,53.45,59.0667
1991,MQL,-34.2308,142.084
1992,MQM,37.2233,40.6317
1993,MQN,66.3643,14.3035
1994,MQP,-25.5,30.9167
1995,MQT,46.3501,-87.3871
1996,MQX,13.4667,39.5167
1997,MRA,32.3325,15.0617
1998,MRD,8.5853,-71.1597
1999,MRE,-1.3944,35.0089
2000,MRS,43.4411,5.22087
2001,MRU,-20.4272,57.6767
2002,MRV,44.2026,43.1352
2003,MRY,36.5872,-121.851
2004,MRZ,-29.494,149.851
2005,MSA,53.8333,-92
2006,MSE,51.3448,1.35733
2007,MSJ,40.7053,141.361
2008,MSL,34.7439,-87.6185
2009,MSN,43.1351,-89.3465
2010,MSO,46.9192,-114.084
2011,MSP,44.8793,-93.1987
2012,MSQ,53.8873,28.0344
2013,MSR,38.7472,41.6589
2014,MSS,44.9326,-74.8535
2015,MST,50.9157,5.76967
2016,MSU,-29.4581,27.5556
2017,MSW,15.6,39.4333
2018,MSY,29.983,-90.2569
2019,MSZ,-15.1972,12.1551
2020,MTJ,38.5003,-107.899
2021,MTM,55.1333,-131.583
2022,MTR,8.8306,-75.8247
2023,MTS,-26.5204,31.3146
2024,MTT,18.0833,-94.5961
2025,MTV,-13.8167,167.7
2026,MTY,25.7783,-100.107
2027,MUA,-8.3272,157.261
2028,MUB,-19.9708,23.4306
2029,MUC,48.354,11.7816
2030,MUE,19.9983,-155.675
2031,MUH,31.3253,27.2208
2032,MUK,-20.1333,-157.35
2033,MUN,9.7514,-63.1528
2034,MUR,4.175,114.33
2035,MUX,30.2028,71.4181
2036,MUZ,-1.77227,33.9811
2037,MVB,-1.6569,13.4397
2038,MVD,-34.8291,-56.0323
2039,MVP,1.13333,-70.05
2040,MVR,10.4533,14.2564
2041,MVS,-18.0492,-39.8653
2042,MVT,-17.6902,-149.376
2043,MVY,41.3895,-70.6112
2044,MWA,37.7467,-89.0104
2045,MWF,-15.1609,168.145
2046,MWN,-3.59224,33.5603
2047,MWQ,20.1403,94.928
2048,MWZ,-2.4469,32.9286
2049,MXH,-6.65619,145.859
2050,MXL,32.6308,-115.242
2051,MXM,-21.7506,43.3742
2052,MXN,48.5987,-3.81735
2053,MXP,45.6314,8.72284
2054,MXT,-27.2167,-65.1333
2055,MXV,49.663,100.094
2056,MXX,60.9586,14.5049
2057,MXZ,24.35,116.133
2058,MYA,-35.8983,150.147
2059,MYD,-3.2261,40.1006
2060,MYE,34.0726,139.56
2061,MYG,22.3706,-72.9481
2062,MYI,-9.91682,144.051
2063,MYJ,33.8276,132.7
2064,MYL,44.8968,-116.096
2065,MYR,33.6821,-78.9228
2066,MYT,25.3844,97.3553
2067,MYU,60.3906,-166.191
2068,MYW,-10.3342,40.1808
2069,MYY,4.3256,113.984
2070,MZG,23.5631,119.634
2071,MZH,40.8303,35.5202
2072,MZI,14.5206,-4.0872
2073,MZL,5.0322,-75.4708
2074,MZO,20.2861,-77.0864
2075,MZR,36.7042,67.2083
2076,MZT,23.1625,-106.274
2077,MZV,4.03333,114.8
2078,NAA,-30.3208,149.826
2079,NAC,-36.9803,140.728
2080,NAG,21.0917,79.0486
2081,NAJ,22.8799,72.5687
2082,NAN,-17.7558,177.446
2083,NAO,30.7556,106.057
2084,NAP,40.8837,14.2815
2085,NAQ,77.5,-69.1667
2086,NAS,25.0406,-77.4719
2087,NAT,-5.84694,-35.2145
2088,NAU,-14.1667,-141.583
2089,NAV,32.5281,-87.2731
2090,NAW,6.5183,101.748
2091,NBC,59.4615,108.832
2092,NBO,-1.31697,36.9222
2093,NBW,19.9093,-75.2076
2094,NBX,-3.3617,135.494
2095,NCA,21.9167,-71.9425
2096,NCE,43.6638,7.21286
2097,NCL,55.0374,-1.70962
2098,NCN,60.0784,-148.017
2099,NCU,42.4833,59.6333
2100,NCY,45.931,6.10666
2101,NDB,20.9342,-17.0283
2102,NDG,47.5167,112.133
2103,NDJ,12.1347,15.035
2104,NDR,35.1678,-2.94411
2105,NER,17.611,8.08095
2106,NEV,17.2,-62.6
2107,NFO,-15.6022,-175.614
2108,NGB,29.8333,121.533
2109,NGE,7.3564,13.5614
2110,NGI,-18.0333,179.3
2111,NGO,34.8624,136.811
2112,NGS,32.9141,129.917
2113,NHA,12.2333,109.2
2114,NHV,-8.79383,-140.223
2115,NIB,45.9837,-108.028
2116,NIM,13.4817,2.1703
2117,NIP,30.2342,-81.6753
2118,NIU,21.3358,-157.919
2119,NJC,60.9518,76.4972
2120,NKC,18.0975,-15.9478
2121,NKG,32.0833,118.8
2122,NKI,55.8556,-133.183
2123,NKM,35.2527,136.924
2124,NLA,-12.9958,28.6631
2125,NLD,27.4422,-99.5686
2126,NLF,-9.5925,143.773
2127,NLG,56.0167,-161.15
2128,NLK,-29.0363,168.032
2129,NLV,47.05,31.9167
2130,NMA,40.9787,71.5677
2131,NME,60.4723,-164.699
2132,NNB,-10.8483,162.455
2133,NNG,22.6183,108.179
2134,NNL,59.9717,-154.847
2135,NNM,67.6167,53.15
2136,NNT,18.8097,100.787
2137,NNY,32.9959,112.527
2138,NOB,10.0053,-85.6625
2139,NOC,53.9133,-8.81129
2140,NOJ,63.5,75
2141,NOS,-13.3153,48.3103
2142,NOU,-22.0258,166.21
2143,NOV,-12.8064,15.7572
2144,NOZ,54.5183,86.9342
2145,NPE,-39.4689,176.867
2146,NPL,-39.0067,174.171
2147,NQN,-38.9489,-68.1569
2148,NQU,5.69889,-77.2765
2149,NQY,50.4364,-5.01373
2150,NRA,-34.6964,146.512
2151,NRK,58.5841,16.2338
2152,NRN,51.6031,6.1417
2153,NRT,35.7491,140.389
2154,NSH,42.7584,-71.4642
2155,NSI,3.83168,11.5233
2156,NSK,69.3089,87.3351
2157,NSN,-41.2961,173.22
2158,NST,8.4561,99.96
2159,NTE,47.1573,-1.60205
2160,NTG,32.0155,120.84
2161,NTL,-32.7985,151.837
2162,NTN,-17.7,141.067
2163,NTQ,37.2917,136.957
2164,NTT,-15.9481,-173.736
2165,NUE,49.4946,11.0785
2166,NUI,70.2167,-150.917
2167,NUK,-19.0861,-139
2168,NUL,64.7134,-158.077
2169,NUP,60.897,-162.453
2170,NUS,45.7396,7.46666
2171,NUX,65.9549,78.3955
2172,NVA,2.93333,-75.2833
2173,NVI,40.1155,65.19
2174,NVK,68.4431,17.3941
2175,NVR,58.5167,31.3
2176,NVT,-26.8797,-48.6481
2177,NWA,6.47748,11.0726
2178,NWI,52.6704,1.27648
2179,NYA,44.7718,-93.9263
2180,NYK,-0.0583,37.0369
2181,NYM,65.6179,72.6856
2182,NYO,58.7833,16.9224
2183,NYU,21.1814,94.9347
2184,NZH,49.6,117.433
2185,OAG,-32.3833,149.132
2186,OAJ,34.8307,-77.6053
2187,OAK,37.7158,-122.209
2188,OAM,-44.9679,171.086
2189,OAX,16.9986,-96.7264
2190,OBN,56.4638,-5.3973
2191,OBO,42.7343,143.216
2192,OBU,66.9148,-156.878
2193,OBX,-7.58333,141.333
2194,OCC,-0.46532,-76.979
2195,ODN,2.91165,112.609
2196,ODS,46.4402,30.6764
2197,ODW,48.2517,-122.68
2198,ODY,20.5833,104.167
2199,OER,63.4113,18.9916
2200,OFI,9.6,-4.03333
2201,OGG,20.8926,-156.441
2202,OGN,24.4674,122.979
2203,OGS,44.6782,-75.4765
2204,OGX,35.8764,7.25695
2205,OGZ,43.2065,44.6105
2206,OHD,41.1806,20.7431
2207,OHE,53.6321,10.0042
2208,OHO,59.4103,143.062
2209,OIM,34.7828,139.361
2210,OIT,33.4801,131.737
2211,OKA,24.8289,125.146
2212,OKC,35.3981,-97.5974
2213,OKD,43.1162,141.382
2214,OKJ,34.7579,133.855
2215,OKR,36.6159,-85.1253
2216,OKY,-27.4086,151.738
2217,OLA,63.696,9.60463
2218,OLB,40.8994,9.51616
2219,OLF,48.0964,-105.575
2220,OLH,62.8903,-149.054
2221,OLJ,-16.2368,167.492
2222,OLP,-30.484,136.878
2223,OMA,41.3,-95.8998
2224,OMB,-1.5778,9.25386
2225,OMC,11.0611,124.563
2226,OMD,-28.5956,16.4436
2227,OME,64.5125,-165.445
2228,OMH,37.6694,45.0703
2229,OMO,43.2836,17.8467
2230,OMR,47.0249,21.9292
2231,OMS,54.9634,73.3068
2232,OND,-17.8783,15.95
2233,ONG,-16.565,139.434
2234,ONJ,40.1931,140.366
2235,ONL,42.4655,-98.6866
2236,ONT,34.062,-117.594
2237,OOK,60.5334,-165.114
2238,OOL,51.188,5.94811
2239,OPF,25.9023,-80.2677
2240,OPO,41.2372,-8.67341
2241,OPS,-11.8733,-55.5733
2242,OPU,-8,142.906
2243,ORB,59.2279,15.0455
2244,ORD,41.9796,-87.8825
2245,ORF,36.8977,-76.2154
2246,ORH,42.2699,-71.8706
2247,ORI,-7.6833,-39.3667
2248,ORJ,4.71667,-60.0333
2249,ORK,51.8463,-8.48897
2250,ORM,52.3,-0.78333
2251,ORN,35.6244,-0.6186
2252,ORV,66.8333,-161.033
2253,ORY,48.7261,2.36411
2254,OSD,63.1972,14.4933
2255,OSI,45.4639,18.8083
2256,OSK,57.3517,16.4956
2257,OSL,60.1947,11.1005
2258,OSM,36.3086,43.1458
2259,OSR,49.6888,18.1178
2260,OSS,40.6155,72.7853
2261,OST,51.2012,2.8716
2262,OSW,51.2085,58.6325
2263,OSY,64.4723,11.5721
2264,OSZ,54.25,16.25
2265,OTH,43.4141,-124.244
2266,OTP,44.5656,26.1029
2267,OTR,8.6006,-82.9694
2268,OTZ,66.8893,-162.61
2269,OUA,12.3522,-1.5133
2270,OUD,34.7903,-1.925
2271,OUE,1.6167,16.0444
2272,OUL,64.9294,25.3574
2273,OUZ,22.7337,-12.4941
2274,OVB,55.0078,82.6508
2275,OVD,43.5596,-6.03102
2276,OVS,43.1537,-90.6764
2277,OXB,11.8886,-15.6575
2278,OXF,51.831,-1.31029
2279,OXR,34.1984,-119.206
2280,OYE,1.5353,11.5803
2281,OYG,3.64967,31.7239
2282,OZC,8.1822,123.841
2283,OZH,47.86,35.3212
2284,OZZ,30.9342,-6.9031
2285,PAD,51.6126,8.61871
2286,PAH,37.0612,-88.7672
2287,PAI,12.85,102.583
2288,PAP,36.4215,-83.3607
2289,PAS,37.0683,25.1975
2290,PAT,25.5914,85.0866
2291,PAZ,20.6086,-97.4717
2292,PBC,19.1433,-98.3714
2293,PBD,21.6489,69.6567
2294,PBG,44.6508,-73.4683
2295,PBH,27.4033,89.4292
2296,PBI,26.6909,-80.0889
2297,PBJ,-16.2368,167.492
2298,PBM,5.45,-55.1867
2299,PBO,-23.1688,117.748
2300,PBP,9.85917,-85.3692
2301,PBU,27.33,97.4306
2302,PCE,57.093,-157.258
2303,PCL,-8.3753,-74.5731
2304,PCR,6.18333,-67.6333
2305,PDA,3.95607,-67.784
2306,PDB,59.7868,-154.105
2307,PDG,-0.8794,100.352
2308,PDL,37.7375,-25.6983
2309,PDP,-34.9111,-54.9197
2310,PDS,28.7,-100.55
2311,PDT,45.6893,-118.839
2312,PDX,45.5867,-122.587
2313,PEC,57.95,-136.233
2314,PED,50.0372,15.7785
2315,PEE,57.9114,56.0174
2316,PEG,43.1021,12.5075
2317,PEI,4.8147,-75.745
2318,PEK,40.0724,116.583
2319,PEM,-12.6128,-69.2297
2320,PEN,5.2975,100.278
2321,PER,-31.9336,115.961
2322,PES,61.8886,34.1452
2323,PET,-31.7181,-52.3244
2324,PEU,15.2404,-83.7794
2325,PEW,33.9933,71.515
2326,PEX,65.1179,57.1095
2327,PEZ,53.2167,45
2328,PFB,-28.2447,-52.3317
2329,PFN,30.2071,-85.6829
2330,PFO,34.7194,32.4847
2331,PFQ,39.6053,47.8758
2332,PGA,36.9243,-111.451
2333,PGF,42.74,2.8692
2334,PGK,-2.1606,106.141
2335,PGM,59.35,-151.833
2336,PGU,36.9243,-111.451
2337,PGV,35.6336,-77.3808
2338,PGX,45.1951,0.81208
2339,PHC,5.0125,6.9625
2340,PHE,-20.3772,118.63
2341,PHF,37.1306,-76.5026
2342,PHG,4.85,7.01667
2343,PHL,39.8768,-75.2419
2344,PHO,68.3494,-166.797
2345,PHS,16.7861,100.278
2346,PHW,-23.9336,31.1561
2347,PHX,33.4376,-112.03
2348,PIA,40.6663,-89.6909
2349,PIB,31.4671,-89.3333
